ScholarshipID,SponsorID,ScholarshipName,ScholarshipLink,ScholarshipContactFName,ScholarshipContactLName,ScholarshipContactEmail,ScholarshipContactTelephone,ScholarshipAward,ScholarshipDescription,ScholarshipOccurence,ScholarshipEligibilityReqs,ScholarshipEligibilityReqsOther,ScholarshipApplListDate,ScholarshipApplStartDate,ScholarshipApplEndDate,Criteria_Gender,Criteria_AgeMinimum,Criteria_AgeMaximum,Criteria_Citizenship,Criteria_YearOfNeed,ScholarshipStatus,Criteria_EducationLevel_NOTUSED,Criteria_EnrollmentStatus,Criteria_SchoolType_NOTUSED,Crtieria_MinimumGPA,Criteria_USMilitaryService,Criteria_FieldOfStudy,Criteria_FAAPilotCertificate,Criteria_FAAPilotRating,Criteria_FAAMechanicCertificate,Notes_Admin
200313,100135,NTA Ohio Scholarship,https://www.tourismcares.org/academic-scholarships/,,,,,"$2,000 ",,,,"1. Citizen or permanent resident of the U.S.<br>2. Permanent resident of Ohio and/or enrolled at a university in the state of Ohio<br>3. Full or part time student enrolled in a travel, tourism or hospitality related program of study<br>4. Enrolled in a college or university in the United States and in Ohio, if not a permanent resident of Ohio<br>5. Entering second half of college career in the upcoming fall semester/term and either:<br>     a. pursuing an associate degree at an accredited two-year college or entering sophomore year and will have completed a minimum of 30 credit hours by the end of the current semester or term; OR<br>     b. pursuing a bachelor\''''s degree at an accredited four-year college or university and entering junior year and will have completed a minimum of 60 credit hours by the end of the current semester or term or entering senior year and will have completed a minimum of 90 credit hours by the end of the current semester or term.<br>6. Have a cumulative, or overall, 3.0 grade point average (GPA), or greater, on a U. S. 4.0 scale.",,2/15/2020,4/1/2020,,,,,,Incomplete,,,,0,,,,,,
200315,100135,NTA Pat & Jim Host Scholarship,https://www.tourismcares.org/academic-scholarships/,,,,,"$2,000 ",,,,"1. Citizen or permanent resident of the United States<br>2. Permanent resident of Kentucky and/or enrolled at a university in Kentucky<br>3. Full time student enrolled in a travel, tourism or hospitality related program of study<br>4. Enrolled at an accredited college or university in the United States and in Kentucky, if not a permanent resident of Kentucky<br>5. Undergraduate entering second half of college career in the upcoming fall semester/term and either:<br>     a. pursuing an associate degree at an accredited two-year college or entering sophomore year and will have completed a minimum of 30 credit hours by the end of the current semester or term; OR<br>     b. pursuing a bachelor\''''s degree at an accredited four-year college or university and entering junior year and will have completed a minimum of 60 credit hours by the end of the current semester or term or entering senior year and will have completed a minimum of 90 credit hours by the end of the current semester or term.<br>     c. graduate entering any year of graduate study in the upcoming fall at an accredited college or university, who can demonstrate a clear focus on and commitment to the tourism-subject area.<br>6. Have a cumulative, or overall, 3.0 grade point average (GPA), or greater, on a U. S. 4.0 scale.",,2/15/2020,4/1/2020,,,,,,Incomplete,,,,0,,,,,,
200316,100135,NTA Travel Leaders Scholarship,https://www.tourismcares.org/academic-scholarships/,,,,,"Four $4,000 awards",,,,"1. Citizen or permanent resident of any Country<br>2. Full time student enrolled in a travel, tourism or hospitality related program of study<br>3. Enrolled in a college or university in the United States<br>4. Undergraduate entering second half of college career in the upcoming fall semester/term and either:<br>     a. pursuing an associate degree at an accredited two-year college or entering sophomore year and will have completed a minimum of 30 credit hours by the end of the current semester or term; OR<br>     b. pursuing a bachelor\''''s degree at an accredited four-year college or university and entering junior year and will have completed a minimum of 60 credit hours by the end of the current semester or term or entering senior year and will have completed a minimum of 90 credit hours by the end of the current semester or term.<br>5. Have a cumulative, or overall, 3.0 grade point average (GPA), or greater, on a U. S. 4.0 scale.",,2/15/2020,4/1/2020,,,,,,Incomplete,,,,0,,,,,,
200318,100135,NTA Utah â€“ Keith Griffall Scholarship,https://www.tourismcares.org/academic-scholarships/,,,,,"$4,000 ",,,,"1. Citizen or permanent resident of the U.S.<br>2. Permanent resident of Utah and/or enrolled at a university in the state of Utah<br>3. Full or part time student enrolled in a travel, tourism or hospitality related program of study<br>4. Enrolled in a college or university in the United States and in Utah, if not a permanent resident of Utah<br>5. Entering second half of college career in the upcoming fall semester/term and either:<br>     a. pursuing an associate degree at an accredited two-year college or entering sophomore year and will have completed a minimum of 30 credit hours by the end of the current semester or term; OR<br>     b. pursuing a bachelor\''''s degree at an accredited four-year college or university and entering junior year and will have completed a minimum of 60 credit hours by the end of the current semester or term or entering senior year and will have completed a minimum of 90 credit hours by the end of the current semester or term.<br>6. Have a cumulative, or overall, 3.0 grade point average (GPA), or greater, on a U. S. 4.0 scale.",,2/15/2020,4/1/2020,,,,,,Incomplete,,,,0,,,,,,
200320,100093,OAS Academic Scholarship Program (Undergraduate Studies),http://www.oas.org/en/scholarships/specaf_2019.asp,,,,,"Monetary cap up to $10,000",,,,1. Be a citizen or permanent resident of an OAS Member State.<br>2. Possess the language competence to undertake studies in the language of the institution in country of study.<br>3. Have obtained a first university degree by the time of applying for the Scholarship.<br>4. Have a GPA above the minimum standard required by the university.<br>5. Be in good physical and mental health to complete the program successfully.,,,10/15/2019,,,,,,Incomplete,,,,0,,,,,,
200400,100143,The Avfuel Pilot-in-Training Aviation Scholarship,https://www.avfuel.com/AVTRIP/Maximize-AVTRIP/Apply-for-Scholarship,Jessyca,Doan,avtrip@avfuel.com,(734) 663-6466 ext. 263,"Three (3) awards total: One (1) $500, One (1) $1,000, One (1) $1,500","This scholarship was designed to award  three students with funds to use toward furthering their aviation education. These funds may be used for, but not limited to, the following areas: flight training, educational tuition fees, and new license. A maximum of three AVTRIP Pilot-in-Training Aviation Scholarships will be awarded for each calendar year.",Annual,1. Must be at least 16 years of age.<br>2. Must not yet have a pilot\'s license.<br>3. Must demonstrate an interest in aviation education and achieving pilot\'s license.<br>4. Must complete all information in application packet.<br><br>NOTE: Avfuel employees and/or their relatives are not eligible.,,,8/1/2020,10/7/2020,,16,,,,Done,,,,0,,|911004|,,,,
200325,100015,Orville and Wilbur Wright Graduate Award,https://www.aiaa.org/home/get-involved/students-educators/scholarships-graduate-awards,Michael,Lagana,scholarships@aiaa.org,(703) 264-7503,"Two $5,000 awards",The AIAA Foundation annually awards financial aid to undergraduate and graduate students in science or engineering programs to help support future aerospace professionals. <br><br>This scholarship is offered each year to graduate students doing excellent research in the air and space sciences.,Annual,1. Must be a current AIAA member in good standing.<br>2. Must have completed at least one academic quarter or semester of full-time graduate-level college work and have a research topic approved.<br>3. Must have a minimum cumulative GPA of 3.3 on a 4.0 scale<br>4. Must be enrolled in any accredited college or university worldwide.<br>5. Must be continuing graduate work in some field of science or engineering encompassed by the technical activities of AIAA.,"1. Official College/University Transcripts* (if you\''''ve attended more than one College/University, official transcripts for all graduate level work from ALL schools must be provided), including all graduate work completed through the most recent Fall term.<br>2. Assessment of a 500-1,000 word typewritten essay, specifying the applicant\''''s career objectives and an outline of the academic program required to achieve the career objectives.<br>3. A research description that (1) Must be in PDF format, (2) Must be 1-20 pages (Descriptions over 20 pages will not be accepted), and (3) Clearly defines hypotheses, research approach, objectives, and benefits of research.<br>4. Three (3) professional letters of recommendation (recommendations from relatives will not be accepted). Letters of recommendation must be submitted via the online application system.<br>5. Extracurricular activities, including high school, college and community activities, offices, awards, and work experience will receive due consideration.",,10/1/2019,1/31/2020,,,,,|913008|913009|,Done,|Pursuing Master\'s Degree|,|914001|,|Four-year College or University|Graduate School|,3.3,,|911008|,,,,
200324,100153,Oregon Aero CRM/AMRM Instructor Training Scholarship,https://www.whirlygirls.org/scholarship-offerings-and-requirements-scholarships/,Katie,Downey,scholarshipdir1@whirlygirls.org,,"Course valued at $2,000","This 5-day, 40-hour Crew Resource Management Instructor (CRMI) course, sponsored by Oregon Aero\''''s Randy Mains, Chief CRM/AMRM Safety Instructor, will be provided to a deserving Whirly-Girl. The CRMI course, will take place in Orlando, Florida between February 21 - 25, 2020. It follows the recommendations of the FAA, Transport Canada, EU-OPS, JAR ICAO, EASA UK CAA, and CAMTS and will assist the recipient in becoming a CRM Instructor within her organization.",Annual,"1. Must be a helicopter pilot with at least a private certificate/license.<br>2. She must be a member in good standing at the time of application submission, award of scholarship, and during scholarship training, and must have joined the Whirly-Girls no later than August 23, 2019.<br>3. Scholarship training must be completed by December 31, 2020.<br><br>NOTE: Preferred applicants will have a CFI and have had some exposure to CRM, that is, have taken a class.",,,,9/8/2019,|Female|,,,,,Done,,,,0,,|911004|,,,,
200331,100066,Pioneers of Flight Scholarship,https://www.nata.aero/scholarships/pioneers-of-flight-scholarship,,,safety1st@nata.aero,,"Two (2) $1,000 awards","The National Air Transportation Foundation (NATF) established the Pioneers of Flight Scholarship Program in 1989 to offer financial assistance and encouragement to young people in the pursuit of academic excellence. By making scholarships available, NATF\''''s ultimate goal is to foster and promote careers in the general aviation industry.<br><br>This scholarship is to be used for one year of full-time undergraduate study.",Annual,"1. Must be a college student in their sophomore or junior year who are enrolled in a full-time aviation degree program at an accredited four-year college or university.<br>2. Must be a high academic achiever with a 3.0 GPA or better, on a 4.0 scale.<br>3. Must be able to demonstrate an interest in pursuing a career in general aviation.",Interested students must complete an application and submit it along with the following required documents:<br>1. Complete transcript of grades (one original and three photocopies)<br>2. Letter of recommendation<br>3. Essay on general aviation<br>4. Paper indicating career goals in general aviation,,,,,,,,|913001|913002|913005|913006|,Incomplete,|College Sophomore|College Junior|,|914001|,|Four-year College or University|,3,,,,,,
200366,100102,SoaringNV Scholarship,https://www.ssa.org/SoaringAwards?show=blog&id=812#Scholarships,,,,,"$1,500 ",,,,"1. Open to women who are licensed glider pilots seeking to obtain an additional rating such as Commercial Pilot Certificate for Gliders or Certified Flight Instructor for Gliders.<br>2. Applicants must be members of WSPA (if living in the U.S. they must also be members of SSA).<br>3. The scholarship may be used at any glider flight school (commercial or club). If flight training will take place in a club setting, a portion of the scholarship funds may be used for the club initiation fee. Funds may also be used for written exams and flight exams.<br>4. If the applicant is a licensed pilot, SEL and Glider, she may use the scholarship for a Tow Pilot endorsement and must show tail dragger training and time.<br>5. Applicants applying for this scholarship are encouraged to complete the rating sought within one year of receiving the funds. A 6 month progress report and photograph must be submitted to WSPA and may be used for publication in the WSPA newsletter.",,,5/15/2019,,,,,,Incomplete,,,,0,,,,,,
200355,100015,Rocky Mountain Section Scholarship,https://www.aiaa.org/home/get-involved/students-educators/scholarships-graduate-awards,Michael,Lagana,scholarships@aiaa.org,(703) 264-7503,$500 ,"The AIAA Foundation annually awards financial aid to undergraduate and graduate students in science or engineering programs to help support future aerospace professionals. <br><br>This scholarship is offered each year to college sophomores, juniors, and seniors. Recipients can apply to renew their scholarship annually until they reach graduation.",Annual,"1. Must be a current AIAA member in good standing.<br>2. Must have completed at least one academic semester of full-time college work.<br>3. Must have a minimum cumulative GPA of 3.0 on a 4.0 scale<br>4. Must be enrolled in an accredited college or university within the United States or U.S. territories.<br>5. Must be entering some field of science or engineering encompassed by the technical activities of AIAA.<br>6. Must be enrolled in an accredited college or university within theÂ Rocky Mountain SectionÂ (to include Colorado, Wyoming and Montana).","1. Official College/University Transcripts* (if you\''''ve attended more than one College/University, official transcripts from ALL schools must be provided), including undergraduate work completed through the most recent Fall term.<br>2. Assessment of a 500-1,000 word essay specifying the applicant\''''s career objectives and an outline of the academic program required to achieve the career objectives.<br>3. Three (3) professional letters of recommendation (recommendations from relatives will not be accepted). Letters of recommendation must be submitted via the online application system.<br>4. Extracurricular activities, including high school, college and community activities, offices, awards, and work experience will receive due consideration.",,10/1/2019,1/31/2020,,,,|912001|,|913005|913006|913007|,Done,|College Sophomore|College Junior|College Senior|,|914001|,|Four-year College or University|Two-year College|,3,,|911008|,,,,
200357,100097,RRVA Scholarship Program,https://www.river-rats.org/about-us/scholarship-program.html,,,ExecDir@river-rats.org,(717) 505-8529,"AmountÂ determined by the student\''''s demonstrated need, available funding, and priorities.",,,"1.Â Kinship Requirement: Scholarship grant recipients must be immediate dependent (legal son, grandson, daughter, granddaughter, or spouse) of:<br>a. A U.S. aircrew member listed as Killed in Action (KIA) or Missing in Action (MIA) from any combat situation involving U.S. military from August 1964 (Vietnam Era) through the present; or<br>b. A military aircrew member killed as the result of performing aircrew duties during a non-combat mission; or<br>c. A RRVA member who is currently in good standing or was in good standing at the time of their death.<br>2. Kinship Not Required: To provide assistance in the education of persons in the fields related to aviation and space (Kinship to deceased aviator not required)","1.Â Kinship Requirement: Scholarship grant recipients must be immediate dependent (legal son, grandson, daughter, granddaughter, or spouse) of:<br>     a. A U.S. aircrew member listed as Killed in Action (KIA) or Missing in Action (MIA) from any combat situation involving U.S. military from August 1964 (Vietnam Era) through the present; or<br>     b. A military aircrew member killed as the result of performing aircrew duties during a non-combat mission; or<br>     c. A RRVA member who is currently in good standing or was in good standing at the time of their death.<br>2. Kinship Not Required: To provide assistance in the education of persons in the fields related to aviation and space (Kinship to deceased aviator not required)",,,7/1/2019,,,,,,Incomplete,,,,0,,,,,,
200337,100113,Professional Accreditation and Certificate Scholarship,https://swaaae.org/Professional-Accreditation-&-Certification-Scholarship-Application,Welton,Trang,wtrang@ocair.com,(626) 807-2776,"Multiple awards up to $2,000","This scholarship is awarded to a member of SWAAAE enrolled in the AAAE Accredited Airport Executive Program, the AAAE Certified Member Program, or planning to attend an Airport Certified Employee (ACE) Program. In addition, the scholarship may be used to attend the AAAE Accreditation/Certification Academy Written Exam Review, one of the ACE Programs, or the AAAE/SWAAAE Final Interview Workshop.",Annual,"1. Must be a member of SWAAAE in order to apply.<br>2. Must be enrolled in the AAAE Accredited Airport Executive Program, the AAAE Certified Member Program, or planning to attend an Airport Certified Employee (ACE) Program.",1. Provide an autobiography.<br>2. Provide a statement of interest in the program and what benefit you expect to receive.,,,11/1/2019,,,,,|913010|,Done,,,,0,,|911010|,,,,
200339,100022,"Ralph N. Rogers, MD Scholarship",http://medevacfoundation.org/ralph-n-rogers-md-scholarship/,,,,,Not specified,"This scholarship will be awarded to an individual for leadership development, based on need.  This scholarship is meant to encourage the growth of future leaders of the medical transport industry, who can make significant contributions and follow in the footsteps of our friend and pioneer in medical transport, Ralph N. Rogers, MD.",,"1. Must have one year of leadership in medical transport experience.<br>2. Employment with a medical transport service or ground critical care service, current accreditation by CAMTS is preferred.<br>3. Recent experience and currently involved in medical transport service activities.<br>4. Preferred experience in two (2) of the four (4) following areas of expertise: Administration, Aviation, Medical, Ground critical care transport.",,,4/15/2020,5/30/2020,,,,,,Done,,,,0,,|911009|,,,,
200436,100003,Trident University Full Scholarship,,,,,,Three full-ride scholarships to current AFA members,,Annual,,,,12/1/2019,4/30/2020,,,,,,Incomplete,,,,0,,,,,,
200443,100013,,,,,,,,,,,,,,,,,,,,Incomplete,,,,0,,,,,,
200444,100014,,,,,,,,,,,,,,,,,,,,Incomplete,,,,0,,,,,,
200150,100015,Daedalus 88 Scholarship,https://www.aiaa.org/home/get-involved/students-educators/scholarships-graduate-awards,Michael,Lagana,scholarships@aiaa.org,(703) 264-7503,"$10,000 ","The AIAA Foundation annually awards financial aid to undergraduate and graduate students in science or engineering programs to help support future aerospace professionals.<br><br>This scholarship is offered each year to college sophomores, juniors, and seniors. Recipients can apply to renew their scholarship annually until they reach graduation.",Annual,"1. Must be a current AIAA member in good standing.<br>2. Must have completed at least one academic semester of full-time college work.<br>3. Must have a minimum cumulative GPA of 2.5 on a 4.0 scale<br>4. Must be enrolled in an accredited college or university within the United States or U.S. territories.<br>5. Must be entering some field of science or engineering encompassed by the technical activities of AIAA.<br><br>NOTE: Applicants should call out their entrepreneurial spirit by describing their leadership of a student-initiated, hands-on multidisciplinary aerospace engineering project. Applicants must be willing to make a presentation, at a site that is mutually agreeable, on the student-led project in which they participated.","1. Official College/University Transcripts* (if you\''''ve attended more than one College/University, official transcripts from ALL schools must be provided), including undergraduate work completed through the most recent Fall term.<br>2. Assessment of a 500-1,000 word essay specifying the applicant\''''s career objectives and an outline of the academic program required to achieve the career objectives.<br>3. Three (3) professional letters of recommendation (recommendations from relatives will not be accepted). Letters of recommendation must be submitted via the online application system.<br>4. Extracurricular activities, including high school, college and community activities, offices, awards, and work experience will receive due consideration.",,10/1/2019,1/31/2020,,,,|912001|,|913005|913006|913007|,Done,|College Sophomore|College Junior|College Senior|,|914001|,|Four-year College or University|Two-year College|,2.5,,|911008|,,,,
200330,100118,Piedmont Airlines Scholarship for Flight Training,https://www.uaa.aero/scholarships.php,,,hello@uaa.aero,,"$3,000 ",Piedmont Airlines will award this educational scholarship to one qualified student of a UAA member university interested in becoming a pilot.,Annual,"1. Must be a U.S. resident.<br>2. At least 18 years of age at the date of application.<br>3. Enrolled in a University Aviation Association member institution at the time of application.<br>4. Hold a current FAA private pilot certificate.<br>5. Must be pursuing an instrument, multi-engine, or commercial pilot rating.<br>6. Be developing skills that will lead to a career as a professional airline pilot.",1. Official transcript from the UAA member institution(s) attended by the applicant.<br>2. Recommendation letter from a faculty member from a UAA member institution addressing how the applicant meets one or more of the criteria for this scholarship.,,,6/30/2020,,18,,|912001|,|913002|913004|913005|913006|913007|,Done,|College Freshman|College Sophomore|College Junior|College Senior|Bachelor\'s Degree|Pursuing Master\'s Degree Master\'s Degree|,|914001|914002|,"|Four-year College or University|Two-year College|Trade, Technical or Vocational School|Flight Training Program|FAA Part 141 School|FAA Part 61 School|Graduate School|",0,,|911004|,|916005|916008|,|917002|917005|,,
200403,100102,The Briegleb Scholarship,https://www.ssa.org/SoaringAwards?show=blog&id=812#Scholarships,,,,,$750 ,,,,"1. Must attend the Women\''''s Soaring Seminar that is being held in the year you apply for the scholarship. (Information about the seminar is available on the WSPA web site at womensoaring.org.)<br>2. The scholarship is for a female member of WSPA, of any age, who is a student glider pilot. If living in the U.S. they must also be members of SSA.",,,5/15/2019,,,,,,Incomplete,,,,0,,,,,,
200359,100133,Ryan M. Sherrow Memorial Scholarship,https://amablog.modelaircraft.org/amafoundation/scholarships/,Mandee,Mikulski,mandeem@modelaircraft.org,(765) 287-1256,$500 ,"The Ryan M. Sherrow Memorial Scholarship award is based on a graduating high school senior\''''s overall involvement in the hobby of model aviation. The scholarship is a special award for wide-ranging involvement in all aspects, including building, flying, competing, participating in club events and activities, mentoring, assisting others and general promotion of the hobby. As this special award is based on multiple aspects of the hobby, academic achievement will be considered only when, in the opinion of the Scholarship Committee, there are two or more applicants of equal accomplishment.",Annual,"1. Must be a member of AMA for 36 continuous months prior to the February 1st application deadline.<br>2. Based on a graduating high school senior\''''s overall involvement in the hobby of model aviation.<br>3. The scholarship is a special award for wide-ranging involvement in all aspects, including building, flying, competing, participating in club events and activities, mentoring, assisting others and general promotion of the hobby.","1. Applicants must submit at least one -but not more than three- letters of recommendation from other modelers, club officers, Leader Members or AMA officers documenting the applicant\''''s involvement and contributions to the hobby",,9/1/2019,2/1/2020,,,,,,Incomplete,|High School Senior (12th)|High School Graduate (or GED)|,,|High school|,0,,,,,,
200392,100086,The Cecil B. Sutton Corporate Appreciation Scholarship,https://www.necaaae.org/grants-and-scholarships,Ed,Foster,wef11@psu.edu,,"$2,000 ",NEC/AAAE is committed to the further development of its leaders. The intent of this scholarship is to help finance continuing aviation industry education and professional development.,Annual,1. Must be a student sponsored by a Corporate Member in good standing of NEC/AAAE.,"Need to provide:<br>1. School, community and work experience relate only to the last 4 years.<br>2. A transcript (official or unofficial) or a copy of your grades.<br>3. Transcripts may be in a sealed and separate envelope but they must be sent with the application.<br>4. Essay addressing the following question: \What are my educational goals and how do they relate to my career goals\.<br>5. The essay must be 500 words or less, typewritten or computer-generated, double spaced, no longer than 2 pages.",,,,,,,,,Done,,,,0,,,,,,
200363,100067,SCAA Scholarship Program,https://scaaonline.com/scholarship/,Katie,Koon,scaa@scaaonline.com,(877) 359-7222,Minimum of $500,The SCAA scholarship program will provide limited assistance for South Carolina residents attending a school inside or outside of the state who wish to pursue a career in the aviation industry.,Annual,1. Must be recommended by a member in good standing with SCAA.<br>2. Must maintain an overall grade point average of 3.0 out of 4.0 or its equivalent.<br>3. Must be a resident of South Carolina but can attend an educational institution inside or outside of the state.<br>4. Must be pursuing a career in the aviation industry.,"1. One (1) letter of recommendation from an SCAA member.<br>2. High school transcript (or GED equivalent), confirming GPA and senior or graduate status.<br>3. College transcript (if already enrolled), confirming GPA and full-time enrollment status.<br>4. A brief paragraph concerning your request for scholarship, and a brief paragraph that outlines your educational goals and career plans.",,7/1/2019,6/30/2020,,,,|912001|,|913001|913002|913003|913004|913005|913006|913007|913008|913009|,Done,|High School Senior (12th)|High School Graduate (or GED)|College Freshman|College Sophomore|College Junior|College Senior|,,"|High School|Four-year College or University|Two-year College<br>Trade, Technical or Vocational School|FAA Part 147 Aviation Maintenance School|Flight Training Program|FAA Part 141 School|FAA Part 61 School|",3,,,,,,
200267,100015,Leatrice Gregory Pendray Scholarship,https://www.aiaa.org/home/get-involved/students-educators/scholarships-graduate-awards,Michael,Lagana,scholarships@aiaa.org,(703) 264-7503,"$1,250 ","The AIAA Foundation annually awards financial aid to undergraduate and graduate students in science or engineering programs to help support future aerospace professionals. <br><br>This scholarship is offered each year to college sophomores, juniors, and seniors. Recipients can apply to renew their scholarship annually until they reach graduation.",Annual,1. Must be a current AIAA member in good standing.<br>2. Must have completed at least one academic semester of full-time college work.<br>3. Must have a minimum cumulative GPA of 3.3 on a 4.0 scale<br>4. Must be enrolled in an accredited college or university within the United States or U.S. territories.<br>5. Must be entering some field of science or engineering encompassed by the technical activities of AIAA.<br>6. Must be female.,"1. Official College/University Transcripts* (if you\''''ve attended more than one College/University, official transcripts from ALL schools must be provided), including undergraduate work completed through the most recent Fall term.<br>2. Assessment of a 500-1,000 word essay specifying the applicant\''''s career objectives and an outline of the academic program required to achieve the career objectives.<br>3. Three (3) professional letters of recommendation (recommendations from relatives will not be accepted). Letters of recommendation must be submitted via the online application system.<br>4. Extracurricular activities, including high school, college and community activities, offices, awards, and work experience will receive due consideration.",,10/1/2019,1/31/2020,|Female|,,,|912001|,|913005|913006|913007|,Done,|College Sophomore|College Junior|College Senior|,|914001|,|Four-year College or University|Two-year College|,3.3,,|911008|,,,,
200372,100139,Southwest Airlines Maintenance Scholarships (Category I) for Active Maintenance Professionals,https://www.awam.org/content.aspx?page_id=22&club_id=975301&module_id=312596,Stacey,Rudser,scholarships@awam.org,,"Two (2) awards ranging from $2,150 - $3,901",Southwest Airlines is pleased to offer two maintenance training scholarships. Recipients may choose either a 2-week 737-700/800 Systems Class or a 1-week 737-700/800 Avionics Class.,Annual,1. Must be an active AWAM member.<br>2. Must have an A&P Certificate.<br>3. Must be a U.S. Citizen.,Please scan the following documents into a single PDF file in the order they are listed below. You must attach a separate set of application documents for each scholarship you are applying for that requires an extra essay. <br>1. Resume<br>2. Essay (250 words) explaining your interest in aviation.<br>3. Two letters of recommendation<br>4. Copy of A&P Certificate<br>5. An additional essay (250 words) addressing your interest in aviation maintenance.<br>6. Please specify which class you are applying for on your application.,,,11/1/2020,,,,|912001|,,Done,,,,0,,|911007|911010|,,,|918001|918002|918003|918004|,
200369,100106,South Dakota Aviation Association/DJ Fischer Foundation Scholarship,http://www.sdagaviation.com/info,Andrea Barber,Goebel,sdaviation@gmail.com,(605) 690-3477,Not specified,This scholarship is for high school students wanting to continue their education in the Aerial Application industry.,Unknown,1. Must be sponsored by an SDAA member.<br>2. Must be a high school student wanting to continue their education in the Aerial Application industry.,Attach a resume outlining the following information:<br>1. High School Activities <br>2. Community Service Activities <br>3. Honors and Awards Received <br>4. Education and Career Goals <br>5. A short paragraph outlining why you should receive the scholarship and how your future career will relate to or benefit the Aerial Application Industry.,,,4/20/2019,,,,,,Incomplete,|High School Freshman (9th)|High School Sophomore (10th)|High School Junior (11th)|High School Senior (12th)|,,|High School|,0,,|911001|,,,,
200264,100024,Lake Hood Pilots Scholarship,https://www.alaskaairmen.org/scholarships/,,,scholarships@alaskaairmen.org,(800) 464-7030,$500 ,"The Alaska Airmen is awarding this $500 scholarship provided by the Lake Hood Pilot\''''s Association to assist an individual working towards attaining their Private Pilot Certificate, either as an end goal or a stepping stone toward a professional piloting career.",Annual,"1. Interested in getting their Private Pilot Certificate.<br>2. Must be enrolled or plan to enroll in an aviation related program with an accredited college, university, trade school, approved training center (Part 61, Part 141), or in current training with a certified flight instructor or A&P mechanic.<br>3. High school seniors with intentions of attending an accredited aviation related program are also eligible (must provide proof: acceptance letters, letters of reference from school counselors, etc.)<br>4. Must intend to use training to work in Alaska.<br>5. Must maintain a minimum GPA of 3.0 or if not enrolled in an accredited college, university, or trade school, will provide a letter of recommendation from current instructor attesting to commitment of student to applicable training endeavor.<br>6. Must not have any felony convictions.<br>7. Must be a legal U.S. resident and a legal Alaska resident for at least 2 of the last 3 years.<br>8. Knowledge about the Airmen Association, student or other Airmen membership is preferred.","Along with a completed application form, applicants must:<br>1. Write an essay.  <br>2. Proof of residency in Alaska 2 out of past 3 years (PFD check, utility bill, notarized statement, AK driver\''''s license).<br>3. School transcripts for current and most recent previous school year.<br>4. Letter(s) of recommendation from aviation-related individual(s) who know you well.",,,2/1/2020,,,,|912001|,|913002|913003|913004|913005|913006|913007|,Done,|High School Senior (12th)|High School Graduate (or GED)|College Freshman|College Sophomore|College Junior|College Senior|Bachelor\'s Degree|Pursuing Master\'s Degree|Master\'s Degree|,,"|High School|Four-year College or University|Two-year College|Trade, Technical or Vocational School|Flight Training Program|FAA Part 141 School|FAA Part 61 School|Graduate School|",3,,|911004|,|916004|,,,
200379,100006,Sporty\'s Foundation Recreational Pilot Certificate for AEA Technicians,https://aea.net/educationalfoundation/scholarships.asp,,,info@aea.net,,"$5,000 ","Sponsored by The Sporty\''''s Foundation, these scholarships are available to avionics technicians or avionics managers of an AEA Repair Station Member to use toward achieving their Recreational Pilot Certificate.",Annual,1. Must be employed by an AEA Regular Member for no less than one year as an avionics technician or avionics manager.<br>2. Award money is to be used for achieving Recreational Pilot Certificate. The award money is not intended for use in achieving any other rating or certificate.<br>3. Award money is to be used for flight training costs only.<br>4. Award recipient must plan to pursue a Recreational Pilot Certificate within six months of receiving scholarship.<br>5. Award money will be sent to repair station manager for disbursement.,"1. Write an essay of not more than 200 words explaining, \Why you believe having a pilot\''''s license will benefit your employer.\<br>2. Submit the attached letter of recommendation as completed by your employer.",,,4/1/2020,,,,,,Done,,,,0,,|911004|,|916003|,,,
200378,100086,The Buddy Comeau Corporate Appreciation Scholarship,https://www.necaaae.org/grants-and-scholarships,Ed,Foster,wef11@psu.edu,,"Two (2) $2,000 awards",NEC/AAAE is committed to the further development of its leaders. The intent of this scholarship is to help finance continuing aviation industry education and professional development.,Annual,1. Must be a student sponsored by a Corporate Member in good standing of NEC/AAAE.,"Need to provide:<br>1. School, community and work experience relate only to the last 4 years.<br>2. A transcript (official or unofficial) or a copy of your grades.<br>3. Transcripts may be in a sealed and separate envelope but they must be sent with the application.<br>4. Essay addressing the following question: \What are my educational goals and how do they relate to my career goals\.<br>5. The essay must be 500 words or less, typewritten or computer-generated, double spaced, no longer than 2 pages.",,,,,,,,,Done,,,,0,,,,,,
